ClusterTemp, Indicador 1, Indicador 2, Indicador 3, Indicador 4, Indicador 5, Indicador 6, Indicador 7, Indicador 8, Indicador 9, Indicador 10, Indicador 11, Indicador 12, Indicador 13, Indicador 14, Indicador 15, Indicador 16, Indicador 17, Indicador 18, Indicador 19, Indicador 20, Indicador 21, Indicador 22, Indicador 23, Indicador 24, Indicador 25, Indicador 26, Indicador 27, Indicador 28, Indicador 29, Indicador 30, Indicador 31, Indicador 32, Indicador 33, Indicador 34, Indicador 35, Indicador 36, Indicador 37, Indicador 38, Indicador 39, Indicador 40, Indicador 41, Indicador 42, Indicador 43, Indicador 44, Indicador 45, Indicador 46, Indicador 47, Indicador 48, Indicador 49, Indicador 50, Indicador 51, Indicador 52, Indicador 53, Indicador 54, Indicador 55, Indicador 56, Indicador 57, Indicador 58, Indicador 59
 24.6, 4, 2, 0, 3, 3, 2, 0, 1, 1, 1, 5, 0, 0, 3, 2, 1, 1, 1, 3, 1, 2, 0, 2, 2, 6, 0, 0, 2, 2, 2, 2, 0, 0, 3, 3, 1, 0, 1, 3, 3, 3, 0, 0, 3, 2, 0, 0, 1, 2, 0, 0, 2, 2, 1, 5, 1, 0, 0, 1
 24.7, 2, 2, 0, 0, 1, 1, 1, 1, 2, 1, 3, 0, 0, 3, 2, 0, 0, 1, 2, 2, 3, 0, 2, 1, 1, 1, 0, 0, 0, 1, 4, 0, 1, 3, 2, 1, 0, 1, 0, 3, 2, 1, 0, 2, 2, 1, 0, 0, 4, 1, 1, 1, 4, 0, 2, 1, 0, 0, 2
 24.8, 4, 0, 0, 4, 5, 4, 0, 3, 5, 0, 8, 0, 0, 2, 2, 6, 1, 1, 5, 2, 7, 0, 1, 2, 4, 4, 0, 0, 3, 2, 0, 0, 3, 7, 2, 4, 0, 2, 3, 2, 5, 2, 5, 3, 2, 1, 0, 5, 2, 1, 1, 1, 2, 2, 4, 1, 0, 1, 7
 24.9, 0, 3, 0, 4, 3, 5, 1, 0, 5, 3, 2, 0, 0, 5, 4, 3, 5, 3, 4, 5, 6, 0, 7, 4, 6, 3, 0, 3, 6, 5, 6, 0, 2, 9, 2, 5, 0, 3, 3, 7, 1, 0, 1, 7, 5, 1, 0, 0, 6, 3, 2, 2, 6, 5, 4, 0, 0, 6, 8
 25.0, 2, 1, 0, 3, 2, 0, 0, 0, 2, 4, 3, 0, 0, 1, 1, 2, 0, 2, 0, 6, 1, 0, 2, 2, 3, 0, 0, 1, 4, 1, 1, 0, 1, 3, 1, 3, 0, 0, 1, 3, 2, 0, 0, 1, 1, 1, 0, 1, 2, 1, 0, 0, 1, 1, 1, 1, 0, 2, 2
 25.1, 3, 1, 0, 2, 3, 2, 0, 0, 6, 5, 1, 0, 0, 2, 5, 1, 3, 1, 2, 4, 6, 0, 1, 1, 4, 1, 0, 1, 4, 4, 2, 0, 1, 0, 3, 4, 0, 0, 2, 4, 2, 1, 0, 4, 1, 2, 0, 6, 0, 3, 1, 0, 2, 2, 6, 2, 0, 2, 2
 25.2, 3, 2, 0, 4, 1, 3, 0, 1, 2, 1, 1, 0, 0, 1, 1, 1, 0, 0, 2, 0, 2, 0, 2, 0, 2, 1, 0, 1, 1, 2, 0, 0, 1, 5, 1, 1, 0, 0, 1, 3, 1, 1, 0, 0, 0, 0, 0, 2, 4, 1, 1, 1, 1, 0, 2, 0, 0, 1, 2
 25.3, 2, 1, 0, 2, 1, 0, 1, 0, 3, 1, 0, 0, 0, 0, 1, 3, 1, 0, 5, 3, 0, 0, 0, 2, 2, 1, 0, 0, 2, 1, 1, 0, 0, 0, 0, 3, 0, 2, 1, 1, 0, 1, 2, 1, 1, 0, 0, 3, 0, 0, 0, 1, 1, 2, 3, 2, 0, 1, 3
 25.4, 1, 0, 0, 2, 2, 7, 2, 5, 3, 1, 3, 0, 0, 2, 4, 3, 0, 3, 4, 3, 2, 0, 2, 5, 4, 3, 0, 2, 4, 7, 1, 0, 1, 6, 3, 2, 0, 1, 2, 2, 2, 0, 1, 8, 3, 1, 0, 4, 1, 1, 2, 2, 4, 0, 3, 0, 0, 2, 4
 25.5, 2, 2, 0, 1, 2, 5, 0, 0, 6, 1, 4, 0, 0, 4, 2, 2, 1, 2, 4, 3, 4, 0, 2, 2, 8, 2, 0, 0, 3, 4, 6, 0, 1, 6, 1, 0, 0, 0, 3, 5, 3, 0, 2, 5, 2, 2, 0, 2, 3, 3, 1, 1, 0, 2, 3, 0, 0, 3, 3
 25.6, 6, 2, 0, 1, 4, 5, 3, 2, 4, 2, 5, 0, 0, 4, 4, 2, 3, 1, 7, 4, 1, 0, 2, 4, 6, 0, 0, 1, 1, 4, 4, 0, 0, 4, 3, 2, 0, 0, 3, 3, 4, 1, 1, 6, 5, 2, 0, 2, 4, 1, 1, 0, 3, 3, 1, 0, 0, 1, 1
 25.7, 1, 1, 0, 5, 4, 4, 1, 0, 4, 1, 7, 0, 0, 1, 6, 5, 4, 0, 2, 2, 4, 0, 2, 3, 4, 3, 0, 0, 4, 1, 7, 0, 0, 6, 3, 4, 0, 3, 3, 8, 7, 1, 0, 3, 2, 2, 0, 3, 2, 6, 2, 2, 8, 7, 2, 3, 0, 1, 2
 25.8, 2, 3, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 3, 0, 0, 1, 2, 2, 1, 0, 0, 1, 1, 0, 0, 1, 0
 25.9, 4, 0, 0, 4, 0, 5, 1, 1, 1, 2, 6, 0, 0, 2, 4, 2, 2, 2, 3, 3, 6, 0, 3, 3, 5, 3, 0, 0, 5, 7, 3, 0, 2, 5, 2, 2, 0, 2, 3, 5, 1, 1, 1, 7, 2, 1, 0, 2, 5, 3, 2, 2, 5, 3, 2, 1, 0, 2, 8
 26.0, 3, 2, 0, 1, 2, 7, 0, 2, 10, 4, 5, 0, 0, 1, 5, 2, 4, 1, 4, 6, 2, 0, 3, 2, 4, 4, 0, 1, 1, 2, 3, 0, 3, 2, 4, 3, 0, 2, 7, 6, 2, 1, 4, 4, 8, 0, 0, 1, 9, 2, 2, 1, 2, 2, 5, 0, 0, 2, 4
 26.1, 2, 1, 0, 6, 2, 5, 1, 1, 2, 5, 0, 0, 0, 0, 1, 0, 1, 3, 3, 1, 3, 0, 3, 2, 1, 0, 0, 4, 5, 4, 2, 0, 1, 1, 2, 2, 0, 1, 4, 11, 1, 3, 0, 3, 4, 3, 0, 2, 4, 0, 1, 4, 2, 1, 1, 1, 0, 2, 5
 26.2, 4, 2, 0, 1, 2, 1, 1, 1, 4, 2, 4, 0, 0, 2, 7, 3, 2, 3, 2, 5, 2, 0, 1, 1, 1, 1, 0, 1, 0, 3, 3, 0, 1, 4, 4, 2, 0, 0, 1, 0, 3, 4, 2, 1, 3, 0, 0, 2, 3, 1, 2, 0, 2, 1, 1, 1, 0, 1, 0
 26.3, 0, 0, 0, 2, 0, 1, 2, 0, 2, 2, 2, 0, 0, 3, 7, 1, 0, 2, 2, 0, 3, 0, 2, 2, 2, 1, 0, 0, 1, 3, 1, 0, 1, 1, 1, 1, 0, 0, 3, 4, 3, 0, 3, 1, 3, 0, 0, 0, 0, 2, 0, 1, 3, 4, 4, 4, 0, 0, 2
 26.4, 4, 2, 0, 5, 3, 3, 2, 1, 2, 1, 2, 0, 0, 2, 4, 3, 1, 2, 4, 1, 5, 0, 3, 3, 4, 2, 0, 3, 3, 4, 1, 0, 0, 7, 1, 0, 0, 2, 1, 7, 1, 1, 1, 3, 2, 0, 0, 2, 6, 2, 2, 3, 1, 1, 2, 2, 0, 2, 6
 26.5, 1, 0, 0, 1, 2, 2, 0, 0, 4, 2, 1, 0, 0, 2, 3, 1, 1, 1, 3, 2, 1, 0, 3, 1, 2, 1, 0, 0, 1, 2, 3, 0, 1, 0, 1, 1, 0, 2, 3, 4, 3, 7, 0, 1, 2, 1, 0, 0, 1, 1, 1, 2, 0, 1, 0, 3, 0, 2, 4
 26.6, 3, 1, 0, 1, 3, 7, 1, 2, 3, 5, 3, 0, 0, 3, 2, 0, 5, 0, 6, 6, 2, 0, 4, 3, 5, 6, 0, 0, 4, 8, 2, 0, 3, 2, 4, 1, 0, 3, 2, 2, 4, 0, 2, 1, 3, 1, 0, 5, 2, 5, 4, 2, 1, 4, 1, 2, 0, 3, 1
 26.7, 2, 1, 0, 1, 2, 4, 2, 3, 3, 3, 3, 0, 0, 4, 9, 3, 3, 0, 4, 2, 2, 0, 4, 1, 4, 5, 0, 3, 3, 5, 4, 0, 2, 3, 2, 3, 0, 2, 6, 2, 2, 1, 4, 5, 1, 0, 0, 3, 4, 1, 0, 0, 1, 1, 2, 1, 0, 4, 6
 26.8, 4, 1, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 0, 1, 1, 1, 0, 3, 2, 2, 0, 3, 2, 2, 0, 0, 2, 0, 1, 2, 0, 0, 1, 0, 5, 0, 0, 1, 1, 0, 1, 1, 4, 0, 1, 0, 1, 3, 1, 1, 2, 3, 0, 2, 1, 0, 2, 3
 26.9, 1, 0, 0, 1, 0, 4, 0, 0, 3, 2, 2, 0, 0, 1, 5, 2, 1, 1, 3, 1, 3, 0, 3, 3, 5, 0, 0, 0, 2, 3, 0, 0, 1, 2, 2, 1, 0, 1, 2, 6, 2, 0, 3, 3, 1, 1, 0, 4, 3, 2, 1, 1, 3, 1, 1, 0, 0, 1, 2
 27.0, 2, 1, 0, 2, 2, 0, 1, 0, 0, 0, 3, 0, 0, 2, 0, 1, 0, 0, 2, 1, 2, 0, 1, 3, 2, 0, 0, 1, 2, 1, 1, 0, 0, 0, 1, 1, 0, 2, 0, 1, 1, 0, 2, 4, 0, 0, 0, 0, 3, 1, 0, 1, 1, 1, 4, 0, 0, 0, 1
 27.1, 3, 2, 0, 2, 1, 2, 2, 3, 1, 2, 2, 0, 0, 3, 6, 2, 1, 1, 3, 1, 4, 0, 3, 1, 1, 3, 0, 2, 4, 1, 4, 0, 2, 5, 1, 2, 0, 0, 0, 3, 0, 0, 2, 4, 4, 0, 0, 3, 8, 3, 1, 1, 5, 2, 4, 2, 0, 1, 1
 27.2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0
 27.3, 2, 0, 0, 5, 2, 0, 1, 0, 3, 3, 0, 0, 0, 4, 2, 0, 1, 0, 3, 2, 2, 0, 5, 1, 8, 2, 0, 0, 0, 1, 1, 0, 2, 3, 2, 0, 0, 1, 1, 1, 0, 1, 1, 2, 1, 2, 0, 0, 2, 2, 2, 1, 1, 3, 5, 1, 0, 0, 3
 27.4, 3, 0, 0, 4, 2, 3, 1, 0, 7, 1, 6, 0, 0, 4, 4, 3, 1, 1, 1, 2, 2, 0, 3, 3, 1, 3, 0, 1, 2, 4, 3, 0, 1, 3, 1, 3, 0, 2, 5, 2, 4, 1, 0, 5, 4, 1, 0, 4, 4, 1, 2, 0, 5, 5, 4, 2, 0, 5, 3
 27.5, 4, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 0, 2, 1, 3, 0, 2, 0, 0, 1, 1, 1, 0, 0, 0, 2, 1, 0, 1, 2, 1, 2, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 1, 0, 1, 1, 1, 0, 0, 2
 27.6, 1, 2, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 3, 0, 1, 4, 1, 3, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 3, 0, 2, 0, 2, 2
 27.7, 2, 0, 0, 0, 2, 3, 0, 1, 5, 3, 7, 0, 0, 0, 3, 3, 0, 0, 1, 2, 5, 0, 0, 1, 0, 3, 0, 0, 1, 3, 0, 0, 1, 4, 5, 0, 0, 1, 0, 3, 2, 1, 0, 2, 0, 0, 0, 0, 1, 3, 1, 0, 0, 1, 4, 0, 0, 1, 2
 27.8, 2, 0, 0, 0, 2, 0, 0, 1, 0, 0, 3, 0, 0, 0, 5, 2, 1, 3, 2, 1, 3, 0, 2, 0, 2, 3, 0, 0, 2, 2, 3, 0, 2, 4, 0, 2, 0, 1, 3, 2, 1, 0, 0, 0, 2, 1, 0, 5, 1, 1, 2, 0, 1, 2, 1, 1, 0, 4, 4
 27.9, 0, 0, 0, 2, 2, 2, 0, 0, 3, 0, 4, 0, 0, 2, 4, 2, 2, 1, 3, 2, 3, 0, 1, 2, 1, 1, 0, 2, 1, 5, 1, 0, 0, 1, 2, 0, 0, 0, 0, 4, 1, 0, 0, 1, 2, 2, 0, 0, 11, 3, 0, 1, 0, 0, 2, 1, 0, 1, 2
 28.0, 2, 0, 0, 3, 2, 4, 1, 2, 2, 3, 2, 0, 0, 3, 1, 4, 1, 3, 2, 3, 4, 0, 6, 1, 2, 1, 0, 0, 1, 3, 5, 0, 1, 0, 2, 5, 0, 1, 4, 3, 2, 2, 2, 2, 3, 3, 0, 3, 6, 3, 1, 1, 1, 1, 2, 0, 0, 2, 3
 28.1, 2, 3, 0, 1, 2, 4, 1, 1, 1, 1, 4, 0, 0, 2, 4, 1, 2, 2, 4, 0, 2, 0, 0, 2, 5, 3, 0, 2, 1, 5, 2, 0, 3, 5, 1, 0, 0, 2, 2, 4, 2, 1, 2, 3, 2, 3, 0, 0, 7, 1, 1, 0, 1, 2, 3, 2, 0, 2, 1
 28.2, 3, 0, 0, 2, 0, 1, 2, 0, 3, 2, 3, 0, 0, 1, 2, 0, 0, 1, 3, 3, 0, 0, 1, 1, 5, 3, 0, 0, 2, 0, 1, 0, 1, 3, 2, 1, 0, 3, 1, 3, 2, 2, 0, 3, 2, 0, 0, 1, 2, 1, 0, 0, 4, 0, 2, 1, 0, 1, 3
 28.3, 2, 1, 0, 1, 1, 1, 0, 1, 4, 0, 1, 0, 0, 2, 1, 1, 0, 0, 4, 0, 2, 0, 1, 0, 2, 1, 0, 1, 1, 1, 3, 0, 1, 4, 0, 3, 0, 2, 1, 2, 1, 3, 2, 2, 3, 0, 0, 1, 2, 0, 2, 1, 0, 2, 2, 1, 0, 1, 1
 28.4, 1, 0, 0, 2, 2, 2, 0, 0, 2, 4, 7, 0, 0, 2, 3, 3, 0, 2, 2, 3, 1, 0, 4, 2, 3, 2, 0, 1, 1, 5, 1, 0, 1, 6, 2, 4, 0, 0, 2, 4, 3, 2, 1, 2, 2, 0, 0, 0, 3, 3, 0, 2, 4, 2, 0, 1, 0, 6, 1
 28.5, 2, 1, 0, 6, 2, 5, 0, 2, 4, 2, 3, 0, 0, 0, 2, 4, 3, 1, 2, 2, 5, 0, 4, 2, 2, 2, 0, 0, 1, 7, 3, 0, 0, 3, 5, 5, 0, 0, 2, 3, 3, 2, 0, 2, 6, 2, 0, 4, 4, 2, 1, 2, 1, 2, 2, 0, 0, 2, 2
 28.6, 3, 0, 0, 3, 4, 6, 0, 1, 1, 1, 4, 0, 0, 4, 2, 4, 0, 2, 1, 4, 3, 0, 2, 3, 2, 3, 0, 1, 4, 4, 4, 0, 0, 3, 1, 1, 0, 2, 2, 7, 2, 1, 1, 5, 2, 0, 0, 1, 4, 1, 0, 3, 1, 1, 2, 0, 0, 2, 2
 28.7, 2, 1, 0, 2, 1, 4, 1, 1, 4, 4, 5, 0, 0, 0, 3, 3, 1, 2, 4, 2, 4, 0, 3, 3, 3, 4, 0, 3, 1, 3, 5, 0, 0, 1, 1, 3, 0, 0, 2, 3, 3, 5, 2, 0, 1, 2, 0, 1, 8, 1, 5, 1, 1, 2, 6, 3, 0, 2, 3
 28.8, 2, 1, 0, 1, 1, 8, 1, 2, 3, 1, 5, 0, 0, 5, 4, 2, 0, 1, 2, 0, 2, 0, 0, 0, 3, 1, 0, 3, 3, 4, 5, 0, 1, 3, 2, 1, 0, 0, 3, 4, 0, 1, 0, 3, 2, 1, 0, 1, 2, 3, 1, 1, 2, 1, 1, 0, 0, 4, 6
 28.9, 6, 2, 0, 5, 5, 3, 0, 2, 6, 6, 3, 0, 0, 7, 5, 3, 1, 1, 9, 1, 3, 0, 0, 5, 7, 3, 0, 1, 1, 10, 2, 0, 2, 2, 2, 1, 0, 4, 2, 3, 3, 0, 0, 5, 4, 1, 0, 1, 6, 1, 2, 0, 1, 1, 7, 2, 0, 0, 2
 29.0, 4, 0, 0, 1, 4, 4, 3, 1, 3, 2, 6, 0, 0, 4, 4, 1, 2, 0, 6, 2, 9, 0, 2, 0, 4, 2, 0, 0, 6, 4, 2, 0, 1, 5, 2, 1, 0, 3, 4, 5, 1, 1, 3, 2, 4, 0, 0, 3, 5, 6, 2, 1, 1, 5, 4, 2, 0, 1, 4
 29.1, 1, 1, 0, 2, 1, 1, 0, 0, 3, 3, 2, 0, 0, 1, 6, 0, 1, 1, 4, 1, 2, 0, 1, 1, 2, 1, 0, 0, 2, 1, 1, 0, 0, 0, 3, 2, 0, 0, 1, 3, 2, 0, 0, 1, 1, 2, 0, 1, 3, 0, 0, 1, 2, 1, 2, 1, 0, 0, 2
 29.2, 0, 2, 0, 3, 0, 5, 3, 1, 5, 4, 3, 0, 0, 6, 3, 6, 0, 0, 3, 2, 2, 0, 1, 1, 7, 3, 0, 2, 4, 5, 3, 0, 0, 2, 2, 4, 0, 1, 1, 3, 2, 1, 2, 4, 3, 0, 0, 2, 3, 2, 2, 1, 2, 1, 6, 1, 0, 4, 3
 29.3, 1, 1, 0, 4, 0, 1, 1, 2, 4, 3, 0, 0, 0, 0, 1, 1, 2, 2, 4, 2, 4, 0, 2, 1, 4, 2, 0, 0, 1, 3, 4, 0, 0, 4, 2, 1, 0, 3, 1, 5, 5, 0, 0, 3, 3, 2, 0, 2, 7, 6, 1, 1, 3, 2, 2, 2, 0, 3, 4
 29.4, 9, 4, 0, 4, 2, 5, 2, 0, 1, 3, 5, 0, 0, 0, 1, 3, 1, 3, 3, 1, 3, 0, 1, 2, 3, 0, 0, 0, 4, 6, 1, 0, 1, 4, 4, 5, 0, 3, 3, 2, 4, 1, 1, 5, 3, 0, 0, 2, 3, 2, 1, 0, 5, 0, 4, 2, 0, 1, 2
 29.5, 3, 1, 0, 1, 7, 6, 0, 0, 4, 3, 5, 0, 0, 3, 5, 3, 0, 4, 6, 3, 9, 0, 2, 5, 3, 2, 0, 1, 1, 1, 0, 0, 0, 8, 2, 2, 0, 2, 0, 6, 1, 2, 5, 0, 6, 2, 0, 2, 0, 2, 1, 2, 6, 5, 4, 2, 0, 5, 2
 29.6, 1, 1, 0, 1, 1, 2, 1, 2, 3, 2, 2, 0, 0, 0, 1, 5, 1, 0, 0, 0, 4, 0, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 4, 1, 2, 0, 0, 1, 4, 1, 4, 2, 2, 0, 1, 0, 1, 1, 1, 0, 1, 2, 1, 3, 1, 0, 1, 3
 29.7, 0, 1, 0, 1, 4, 2, 1, 1, 2, 2, 2, 0, 0, 3, 1, 1, 1, 1, 3, 1, 2, 0, 1, 1, 4, 0, 0, 2, 4, 2, 1, 0, 0, 4, 1, 1, 0, 0, 0, 3, 1, 3, 0, 4, 0, 1, 0, 4, 0, 1, 1, 0, 2, 1, 2, 0, 0, 1, 2
 29.8, 4, 0, 0, 0, 3, 0, 1, 0, 4, 2, 1, 0, 0, 3, 3, 2, 2, 0, 7, 1, 3, 0, 2, 2, 6, 3, 0, 1, 3, 6, 0, 0, 0, 1, 7, 2, 0, 0, 5, 3, 2, 3, 1, 6, 2, 3, 0, 4, 2, 2, 3, 0, 5, 2, 4, 0, 0, 1, 6
 29.9, 3, 0, 0, 1, 1, 3, 0, 1, 2, 0, 2, 0, 0, 4, 6, 1, 1, 0, 4, 4, 2, 0, 3, 0, 3, 2, 0, 1, 2, 2, 2, 0, 0, 0, 2, 1, 0, 1, 2, 0, 0, 0, 0, 4, 0, 0, 0, 0, 2, 3, 0, 3, 1, 1, 3, 0, 0, 0, 3
 30.0, 4, 1, 0, 2, 2, 4, 4, 1, 5, 3, 5, 0, 0, 3, 4, 6, 2, 0, 5, 1, 2, 0, 1, 4, 2, 2, 0, 3, 4, 6, 2, 0, 1, 2, 5, 5, 0, 7, 2, 5, 3, 2, 5, 4, 3, 1, 0, 4, 0, 0, 2, 1, 4, 3, 3, 0, 0, 8, 5
 30.1, 1, 1, 0, 3, 1, 2, 1, 1, 1, 2, 1, 0, 0, 4, 1, 5, 0, 0, 3, 0, 2, 0, 3, 0, 1, 1, 0, 1, 1, 4, 3, 0, 0, 1, 0, 2, 0, 0, 3, 1, 1, 1, 1, 5, 1, 1, 0, 2, 2, 0, 0, 0, 3, 2, 4, 1, 0, 1, 3
 30.2, 2, 0, 0, 2, 0, 2, 0, 1, 4, 1, 2, 0, 0, 1, 2, 3, 2, 0, 1, 2, 3, 0, 3, 2, 0, 1, 0, 0, 0, 4, 1, 0, 0, 0, 2, 0, 0, 1, 4, 1, 1, 1, 0, 5, 0, 0, 0, 2, 1, 1, 2, 0, 3, 0, 3, 1, 0, 1, 1
 30.3, 4, 3, 0, 0, 3, 0, 0, 2, 5, 3, 2, 0, 0, 3, 2, 4, 1, 1, 3, 1, 3, 0, 2, 2, 4, 2, 0, 1, 3, 1, 3, 0, 0, 3, 3, 1, 0, 1, 0, 2, 1, 3, 1, 5, 0, 2, 0, 3, 5, 2, 1, 1, 3, 0, 2, 1, 0, 3, 5
 30.4, 4, 2, 0, 0, 3, 5, 2, 3, 6, 8, 3, 0, 0, 2, 6, 3, 3, 2, 4, 3, 3, 0, 1, 2, 4, 3, 0, 0, 6, 9, 2, 0, 3, 6, 4, 1, 0, 2, 4, 5, 1, 0, 3, 5, 3, 0, 0, 2, 6, 1, 0, 2, 5, 1, 4, 1, 0, 1, 2
 30.5, 1, 0, 0, 2, 2, 0, 1, 0, 0, 0, 3, 0, 0, 1, 2, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 3, 0, 0, 0, 2, 3, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 1
 30.6, 1, 2, 0, 2, 4, 6, 3, 4, 8, 7, 6, 0, 0, 15, 1, 4, 3, 2, 8, 4, 5, 0, 2, 1, 8, 5, 0, 2, 4, 3, 5, 0, 2, 6, 4, 2, 0, 7, 2, 10, 3, 2, 6, 8, 3, 0, 0, 4, 8, 2, 0, 2, 2, 3, 2, 0, 0, 1, 3
 30.7, 5, 4, 0, 2, 3, 4, 4, 0, 5, 5, 2, 0, 0, 3, 4, 4, 3, 2, 2, 3, 6, 0, 3, 5, 9, 2, 0, 0, 5, 3, 2, 0, 1, 4, 3, 3, 0, 1, 5, 3, 4, 1, 2, 8, 6, 1, 0, 3, 5, 4, 3, 1, 2, 2, 5, 1, 0, 5, 7
 30.8, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 2, 0, 0, 2, 2, 1, 0, 0, 0, 0, 1, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 1
 30.9, 3, 0, 0, 2, 4, 4, 1, 0, 2, 3, 1, 0, 0, 3, 3, 2, 2, 1, 2, 2, 3, 0, 4, 3, 3, 7, 0, 0, 1, 1, 1, 0, 2, 2, 2, 1, 0, 1, 0, 4, 3, 2, 0, 2, 5, 0, 0, 4, 1, 2, 2, 0, 0, 1, 2, 0, 0, 3, 3
 31.0, 2, 1, 0, 5, 3, 5, 0, 1, 1, 4, 3, 0, 0, 4, 0, 2, 0, 3, 4, 3, 5, 0, 1, 1, 3, 4, 0, 1, 6, 3, 2, 0, 1, 2, 2, 3, 0, 0, 1, 5, 2, 2, 1, 3, 4, 0, 0, 2, 4, 5, 1, 0, 2, 3, 2, 0, 0, 2, 3
 31.1, 1, 1, 0, 1, 1, 3, 0, 2, 2, 0, 2, 0, 0, 1, 3, 0, 3, 0, 0, 4, 3, 0, 2, 1, 0, 1, 0, 1, 2, 2, 3, 0, 2, 4, 1, 3, 0, 0, 0, 3, 3, 1, 1, 8, 2, 3, 0, 1, 6, 2, 1, 3, 2, 4, 4, 0, 0, 0, 1
 31.2, 4, 0, 0, 1, 1, 3, 0, 1, 3, 3, 3, 0, 0, 1, 1, 1, 0, 1, 3, 4, 5, 0, 3, 1, 4, 4, 0, 0, 4, 4, 4, 0, 0, 1, 2, 3, 0, 1, 2, 4, 4, 0, 1, 4, 2, 0, 0, 1, 2, 0, 2, 3, 2, 3, 2, 1, 0, 1, 2
 31.3, 3, 0, 0, 1, 2, 1, 2, 1, 2, 0, 2, 0, 0, 1, 3, 2, 0, 0, 1, 1, 1, 0, 2, 1, 1, 2, 0, 2, 1, 0, 5, 0, 1, 2, 3, 1, 0, 1, 1, 3, 2, 2, 0, 3, 1, 3, 0, 1, 0, 1, 0, 1, 1, 3, 0, 1, 0, 2, 1
 31.4, 2, 0, 0, 0, 3, 4, 1, 1, 5, 5, 4, 0, 0, 2, 3, 3, 0, 0, 1, 0, 4, 0, 3, 0, 5, 4, 0, 1, 4, 1, 3, 0, 1, 3, 3, 3, 0, 1, 0, 2, 6, 0, 1, 2, 1, 1, 0, 2, 4, 1, 2, 0, 2, 4, 2, 1, 0, 0, 5
 31.5, 1, 1, 0, 1, 1, 2, 0, 0, 1, 2, 3, 0, 0, 0, 2, 1, 0, 0, 2, 2, 1, 0, 1, 3, 0, 1, 0, 0, 2, 3, 3, 0, 0, 3, 3, 1, 0, 0, 4, 3, 0, 0, 1, 3, 1, 2, 0, 1, 6, 6, 1, 0, 3, 2, 2, 0, 0, 1, 4
 31.6, 1, 0, 0, 2, 3, 1, 2, 1, 2, 0, 1, 0, 0, 1, 3, 4, 1, 1, 4, 0, 3, 0, 1, 1, 4, 3, 0, 2, 3, 3, 3, 0, 2, 5, 2, 3, 0, 1, 0, 0, 3, 1, 3, 5, 1, 3, 0, 0, 5, 0, 0, 0, 1, 0, 2, 0, 0, 0, 3
 31.7, 3, 1, 0, 3, 6, 1, 1, 1, 4, 2, 2, 0, 0, 0, 1, 0, 2, 1, 3, 2, 4, 0, 2, 1, 2, 1, 0, 2, 1, 3, 1, 0, 0, 1, 1, 1, 0, 0, 3, 3, 3, 2, 0, 9, 2, 0, 0, 3, 5, 1, 1, 4, 2, 0, 3, 2, 0, 5, 2
 31.8, 4, 1, 0, 1, 1, 7, 2, 0, 5, 3, 5, 0, 0, 5, 4, 5, 0, 1, 4, 6, 5, 0, 3, 2, 8, 3, 0, 2, 5, 10, 2, 0, 3, 3, 4, 6, 0, 2, 5, 4, 5, 0, 0, 7, 1, 1, 0, 5, 5, 5, 1, 2, 6, 4, 5, 1, 0, 5, 1
 31.9, 12, 0, 0, 2, 2, 5, 4, 2, 8, 2, 2, 0, 0, 0, 1, 7, 1, 1, 6, 5, 7, 0, 3, 2, 5, 1, 0, 2, 3, 6, 5, 0, 0, 7, 5, 2, 0, 0, 1, 5, 3, 1, 1, 6, 7, 2, 0, 4, 1, 5, 1, 0, 5, 2, 3, 2, 0, 4, 3
